FECHA_DOC,SUBTOTAL_PARTIDA
2022-11-22,4850.0
2022-11-22,630.0
2022-11-22,8452.4
2022-12-23,12500.0
2022-12-23,9486.35
2022-12-23,1530.0
2022-12-23,11328.0
2022-12-23,1317.45
2022-12-23,1851.64
2022-12-23,3821.0
2022-12-23,4040.84
2022-12-23,2354.14
2022-12-23,4272.0
2022-12-23,4311.6
2022-12-23,6547.05
2022-12-23,5909.84
2022-12-23,14060.0
